FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
1,1,0.69806,0.00039615,0,0.6631,-0.21814
1,2,0.9162,0.00086939,0,0.83719,-0.37221
1,3,3.9702,0.021085,0,3.4383,1.9851
1,4,7.5041,0.014488,0,7.3224,1.6415
2,1,0.34903,0.00019717,0,0.33494,0.098165
2,2,0.34903,0.00016273,0,0.34749,-0.032722
2,3,0.69806,0.00039615,0,0.6631,-0.21814
2,4,0.9162,0.00066746,0,0.86037,-0.31494
2,5,3.9702,0.021085,0,3.4383,1.9851
2,6,7.5041,0.014488,0,7.3224,1.6415
3,1,0.34903,0.00020625,0,0.33155,0.10907
3,2,0.34903,0.00015843,0,0.34903,0
3,3,0.69806,0.00039615,0,0.6631,-0.21814
3,4,0.9162,0.00086939,0,0.83719,-0.37221
3,5,3.9702,0.018551,0,3.507,1.861
3,6,7.5041,0.014488,0,7.3224,1.6415
4,1,0.34903,0.00020625,0,0.33155,0.10907
4,2,0.34903,0.00016034,0,0.34835,0.021814
4,3,0.69806,0.00035098,0,0.66988,-0.19633
4,4,0.9162,0.00086939,0,0.83719,-0.37221
4,5,3.9702,0.021085,0,3.4383,1.9851
4,6,7.5041,0.014488,0,7.3224,1.6415
5,1,0.34903,0.00020625,0,0.33155,0.10907
5,2,0.34903,0.00015843,0,0.34903,0
5,3,0.69806,0.00035098,0,0.66988,-0.19633
5,4,3.9702,0.021085,0,3.4383,1.9851
5,5,7.5041,0.014488,0,7.3224,1.6415
6,1,0.69806,0.00035098,0,0.66988,-0.19633
6,2,0.87257,0.0010137,0,0.77077,-0.40902
6,3,3.9702,0.021085,0,3.4383,1.9851
6,4,7.0678,0.066566,0,6.1209,-3.5339
6,5,7.5041,0.014488,0,7.3224,1.6415
7,1,0.69806,0.00039615,0,0.6631,-0.21814
7,2,3.9702,0.021085,0,3.4383,1.9851
7,3,7.0678,0.066566,0,6.1209,-3.5339
7,4,7.5041,0.014488,0,7.3224,1.6415
8,1,0.69806,0.00039615,0,0.6631,-0.21814
8,2,3.9702,0.021085,0,3.4383,1.9851
8,3,7.0678,0.066566,0,6.1209,-3.5339
8,4,7.5041,0.014488,0,7.3224,1.6415
9,1,0.69806,0.00039615,0,0.6631,-0.21814
