FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
1,1,0.39266,0.00016101,0,0.39189,0.024541
1,2,0.65443,0.00032615,0,0.62801,-0.18406
1,3,3.9702,0.021085,0,3.4383,1.9851
1,4,7.0678,0.066566,0,6.1209,-3.5339
1,5,7.5041,0.014488,0,7.3224,1.6415
2,1,0.39266,0.00016101,0,0.39189,-0.024541
2,2,0.65443,0.00029095,0,0.63365,-0.16361
2,3,3.9702,0.021085,0,3.4383,1.9851
2,4,7.0678,0.066566,0,6.1209,-3.5339
2,5,7.5041,0.018874,0,7.2658,1.876
3,1,0.34903,0.00015891,0,0.34886,0.010907
3,2,3.9702,0.021085,0,3.4383,1.9851
3,3,7.0678,0.066566,0,6.1209,-3.5339
3,4,7.5041,0.014488,0,7.3224,1.6415
4,1,0.34903,0.00016034,0,0.34835,0.021814
4,2,3.9702,0.021085,0,3.4383,1.9851
4,3,7.0678,0.066566,0,6.1209,-3.5339
4,4,7.5041,0.014488,0,7.3224,1.6415
5,1,0.34903,0.00015891,0,0.34886,0.010907
5,2,3.9702,0.021085,0,3.4383,1.9851
5,3,5.6281,0.016601,0,5.3462,1.7588
5,4,7.5041,0.014488,0,7.3224,1.6415
6,1,0.39266,0.00016101,0,0.39189,0.024541
6,2,3.9702,0.021085,0,3.4383,1.9851
6,3,5.6281,0.016601,0,5.3462,1.7588
6,4,7.0678,0.066566,0,6.1209,-3.5339
6,5,7.5041,0.014488,0,7.3224,1.6415
7,1,0.39266,0.00016101,0,0.39189,0.024541
7,2,3.9702,0.021085,0,3.4383,1.9851
7,3,5.6281,0.016601,0,5.3462,1.7588
7,4,7.5041,0.014488,0,7.3224,1.6415
8,1,0.39266,0.00015843,0,0.39266,0
8,2,3.9702,0.021085,0,3.4383,1.9851
8,3,5.6281,0.016601,0,5.3462,1.7588
8,4,7.5041,0.014488,0,7.3224,1.6415
9,1,0.39266,0.00015908,0,0.39247,0.012271
9,2,0.65443,0.00025989,0,0.63858,-0.14316
9,3,3.9702,0.021085,0,3.4383,1.9851
9,4,5.6281,0.016601,0,5.3462,1.7588
9,5,7.5041,0.018874,0,7.2658,1.876
10,1,0.65443,0.00029095,0,0.63365,-0.16361
10,2,3.9702,0.021085,0,3.4383,1.9851
10,3,5.6281,0.016601,0,5.3462,1.7588
