FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
1,1,0.34903,0.00015891,0,0.34886,0.010907
1,2,0.65443,0.00029095,0,0.63365,-0.16361
1,3,0.82895,0.00073567,0,0.75746,-0.33676
1,4,3.9702,0.021085,0,3.4383,1.9851
1,5,7.0678,0.066566,0,6.1209,-3.5339
1,6,7.5041,0.014488,0,7.3224,1.6415
2,1,0.65443,0.00025989,0,0.63858,-0.14316
2,2,3.9702,0.021085,0,3.4383,1.9851
2,3,7.0678,0.066566,0,6.1209,-3.5339
2,4,7.5041,0.014488,0,7.3224,1.6415
3,1,0.65443,0.00025989,0,0.63858,-0.14316
3,2,3.9702,0.021085,0,3.4383,1.9851
3,3,7.0678,0.066566,0,6.1209,-3.5339
3,4,7.5041,0.014488,0,7.3224,1.6415
4,1,0.65443,0.00025989,0,0.63858,-0.14316
4,2,3.9702,0.021085,0,3.4383,1.9851
4,3,7.0678,0.066566,0,6.1209,-3.5339
4,4,7.5041,0.014488,0,7.3224,1.6415
5,1,0.65443,0.00025989,0,0.63858,-0.14316
5,2,3.9702,0.021085,0,3.4383,1.9851
5,3,7.0678,0.066566,0,6.1209,-3.5339
5,4,7.5041,0.014488,0,7.3224,1.6415
6,1,0.65443,0.00025989,0,0.63858,-0.14316
6,2,3.9702,0.021085,0,3.4383,1.9851
6,3,7.0678,0.066566,0,6.1209,-3.5339
6,4,7.5041,0.014488,0,7.3224,1.6415
7,1,0.65443,0.00025989,0,0.63858,-0.14316
7,2,3.9702,0.021085,0,3.4383,1.9851
7,3,7.0678,0.066566,0,6.1209,-3.5339
7,4,7.5041,0.014488,0,7.3224,1.6415
8,1,0.65443,0.00025989,0,0.63858,-0.14316
8,2,3.9702,0.021085,0,3.4383,1.9851
8,3,7.0678,0.066566,0,6.1209,-3.5339
8,4,7.5041,0.014488,0,7.3224,1.6415
9,1,0.65443,0.00025989,0,0.63858,-0.14316
9,2,3.9702,0.021085,0,3.4383,1.9851
9,3,7.0678,0.066566,0,6.1209,-3.5339
9,4,7.5041,0.014488,0,7.3224,1.6415
10,1,0.65443,0.00029095,0,0.63365,-0.16361
10,2,3.9702,0.021085,0,3.4383,1.9851
10,3,7.0678,0.066566,0,6.1209,-3.5339
10,4,7.5041,0.014488,0,7.3224,1.6415
11,1,0.65443,0.00029095,0,0.63365,-0.16361
11,2,3.9702,0.021085,0,3.4383,1.9851
11,3,7.0678,0.066566,0,6.1209,-3.5339
11,4,7.5041,0.014488,0,7.3224,1.6415
12,1,0.34903,0.00016034,0,0.34835,0.021814
12,2,3.9702,0.021085,0,3.4383,1.9851
12,3,7.0678,0.066566,0,6.1209,-3.5339
12,4,7.5041,0.014488,0,7.3224,1.6415
13,1,0.65443,0.00029095,0,0.63365,-0.16361
13,2,3.9702,0.021085,0,3.4383,1.9851
13,3,7.5041,0.014488,0,7.3224,1.6415
14,1,0.65443,0.00029095,0,0.63365,-0.16361
14,2,3.9702,0.021085,0,3.4383,1.9851
14,3,7.0678,0.066566,0,6.1209,-3.5339
14,4,7.5041,0.014488,0,7.3224,1.6415
15,1,0.65443,0.00029095,0,0.63365,-0.16361
15,2,3.9702,0.021085,0,3.4383,1.9851
15,3,7.0678,0.066566,0,6.1209,-3.5339
15,4,7.5041,0.014488,0,7.3224,1.6415
15,5,0.36965,0.00015891,0,0.34886,0.010907
16,1,0.65443,0.00032615,0,0.62801,-0.18406
16,2,3.9702,0.021085,0,3.4383,1.9851
16,3,7.5041,0.014488,0,7.3224,1.6415
16,4,0.36965,0.00015891,0,0.34886,0.010907
16,5,0.36965,0.00017039,0,0.34474,-0.054536
17,1,0.65443,0.00032615,0,0.62801,-0.18406
17,2,3.9702,0.021085,0,3.4383,1.9851
17,3,7.0678,0.066566,0,6.1209,-3.5339
17,4,7.5041,0.014488,0,7.3224,1.6415
17,5,1.8684,0.00017572,0,1.8315,0.057263
17,6,0.39057,0.00017459,0,0.298,0.066806
18,1,0.65443,0.00029095,0,0.63365,-0.16361
18,2,3.9702,0.021085,0,3.4383,1.9851
18,3,7.0678,0.066566,0,6.1209,-3.5339
18,4,7.5041,0.014488,0,7.3224,1.6415
18,5,0.39057,0.00017459,0,0.298,0.066806
