FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
1,1,0.65443,0.00032615,0,0.62801,-0.18406
1,2,3.9702,0.021085,0,3.4383,1.9851
1,3,5.6281,0.016601,0,5.3462,1.7588
1,4,7.0678,0.066566,0,6.1209,-3.5339
1,5,7.5041,0.014488,0,7.3224,1.6415
1,6,7.635,0.019533,0,7.3926,1.9088
2,1,0.65443,0.00032615,0,0.62801,-0.18406
2,2,3.9702,0.021085,0,3.4383,1.9851
2,3,5.6281,0.016601,0,5.3462,1.7588
2,4,7.0678,0.066566,0,6.1209,-3.5339
2,5,7.5041,0.014488,0,7.3224,1.6415
2,6,7.635,0.019533,0,7.3926,1.9088
3,1,0.65443,0.00032615,0,0.62801,-0.18406
3,2,0.87257,0.00080086,0,0.79732,-0.35448
3,3,3.9702,0.021085,0,3.4383,1.9851
3,4,5.6281,0.016601,0,5.3462,1.7588
3,5,7.0678,0.066566,0,6.1209,-3.5339
3,6,7.5041,0.014488,0,7.3224,1.6415
3,7,7.635,0.019533,0,7.3926,1.9088
4,1,0.65443,0.00032615,0,0.62801,-0.18406
4,2,0.87257,0.0009035,0,0.78463,-0.38175
4,3,3.9702,0.021085,0,3.4383,1.9851
4,4,5.6281,0.016601,0,5.3462,1.7588
4,5,7.0678,0.066566,0,6.1209,-3.5339
4,6,7.5041,0.014488,0,7.3224,1.6415
4,7,7.635,0.019533,0,7.3926,1.9088
5,1,0.65443,0.00032615,0,0.62801,-0.18406
5,2,0.87257,0.0009035,0,0.78463,-0.38175
5,3,3.9702,0.021085,0,3.4383,1.9851
5,4,5.6281,0.016601,0,5.3462,1.7588
5,5,7.0678,0.066566,0,6.1209,-3.5339
5,6,7.5041,0.014488,0,7.3224,1.6415
5,7,7.635,0.019533,0,7.3926,1.9088
6,1,0.65443,0.00032615,0,0.62801,-0.18406
6,2,0.87257,0.0009035,0,0.78463,-0.38175
6,3,3.9702,0.021085,0,3.4383,1.9851
6,4,5.6281,0.016601,0,5.3462,1.7588
6,5,7.0678,0.066566,0,6.1209,-3.5339
6,6,7.5041,0.014488,0,7.3224,1.6415
6,7,7.635,0.019533,0,7.3926,1.9088
7,1,0.65443,0.00032615,0,0.62801,-0.18406
7,2,3.9702,0.021085,0,3.4383,1.9851
7,3,5.6281,0.016601,0,5.3462,1.7588
7,4,7.0678,0.066566,0,6.1209,-3.5339
7,5,7.5041,0.014488,0,7.3224,1.6415
7,6,7.635,0.019533,0,7.3926,1.9088
8,1,0.65443,0.00032615,0,0.62801,-0.18406
8,2,3.9702,0.018551,0,3.507,1.861
8,3,5.6281,0.016601,0,5.3462,1.7588
8,4,7.0678,0.066566,0,6.1209,-3.5339
8,5,7.5041,0.014488,0,7.3224,1.6415
8,6,7.635,0.019533,0,7.3926,1.9088
9,1,0.65443,0.00032615,0,0.62801,-0.18406
9,2,0.87257,0.00080086,0,0.79732,-0.35448
9,3,3.9702,0.018551,0,3.507,1.861
9,4,5.6281,0.016601,0,5.3462,1.7588
9,5,7.0678,0.066566,0,6.1209,-3.5339
9,6,7.5041,0.014488,0,7.3224,1.6415
9,7,7.635,0.019533,0,7.3926,1.9088
10,1,0.65443,0.00032615,0,0.62801,-0.18406
10,2,3.9702,0.018551,0,3.507,1.861
10,3,5.6281,0.016601,0,5.3462,1.7588
10,4,7.0678,0.066566,0,6.1209,-3.5339
10,5,7.5041,0.014488,0,7.3224,1.6415
10,6,7.635,0.019533,0,7.3926,1.9088
11,1,0.39266,0.00016877,0,0.38958,-0.049082
11,2,0.65443,0.00032615,0,0.62801,-0.18406
11,3,3.9702,0.018551,0,3.507,1.861
11,4,5.6281,0.016601,0,5.3462,1.7588
11,5,7.0678,0.066566,0,6.1209,-3.5339
11,6,7.5041,0.014488,0,7.3224,1.6415
11,7,7.635,0.019533,0,7.3926,1.9088
12,1,0.65443,0.00032615,0,0.62801,-0.18406
