FrameNumber,ObjectNumber,Range,Velocity,PeakValue,x,y
1,1,0.6108,0.00030291,0,0.58615,-0.17179
1,2,3.9702,0.021085,0,3.4383,1.9851
1,3,7.5041,0.014488,0,7.3224,1.6415
2,1,0.6108,0.00030291,0,0.58615,-0.17179
2,2,3.9702,0.021085,0,3.4383,1.9851
2,3,7.0678,0.066566,0,6.1209,-3.5339
2,4,7.5041,0.014488,0,7.3224,1.6415
3,1,0.6108,0.00027259,0,0.59141,-0.1527
3,2,3.9702,0.021085,0,3.4383,1.9851
3,3,7.0678,0.066566,0,6.1209,-3.5339
3,4,7.5041,0.014488,0,7.3224,1.6415
4,1,0.6108,0.00020302,0,0.6033,-0.095438
4,2,3.9702,0.021085,0,3.4383,1.9851
4,3,7.0678,0.066566,0,6.1209,-3.5339
4,4,7.5041,0.014488,0,7.3224,1.6415
5,1,0.6108,0.00037426,0,0.57358,-0.20996
5,2,0.6108,0.00016556,0,0.60961,0.038175
5,3,3.9702,0.021085,0,3.4383,1.9851
5,4,7.0678,0.066566,0,6.1209,-3.5339
5,5,7.5041,0.014488,0,7.3224,1.6415
6,1,0.6108,0.00030291,0,0.58615,-0.17179
6,2,3.9702,0.021085,0,3.4383,1.9851
6,3,7.0678,0.066566,0,6.1209,-3.5339
6,4,7.5041,0.014488,0,7.3224,1.6415
7,1,0.6108,0.00033681,0,0.58021,-0.19088
7,2,3.9702,0.021085,0,3.4383,1.9851
7,3,7.5041,0.014488,0,7.3224,1.6415
8,1,0.6108,0.00033681,0,0.58021,-0.19088
8,2,3.9702,0.021085,0,3.4383,1.9851
8,3,7.5041,0.014488,0,7.3224,1.6415
9,1,0.6108,0.00033681,0,0.58021,-0.19088
9,2,3.9702,0.021085,0,3.4383,1.9851
9,3,7.5041,0.014488,0,7.3224,1.6415
10,1,0.6108,0.00033681,0,0.58021,-0.19088
10,2,3.9702,0.021085,0,3.4383,1.9851
10,3,7.0678,0.066566,0,6.1209,-3.5339
10,4,7.5041,0.014488,0,7.3224,1.6415
11,1,0.6108,0.00033681,0,0.58021,-0.19088
11,2,3.9702,0.021085,0,3.4383,1.9851
11,3,7.0678,0.066566,0,6.1209,-3.5339
11,4,7.5041,0.014488,0,7.3224,1.6415
12,1,0.6108,0.00033681,0,0.58021,-0.19088
12,2,3.9702,0.021085,0,3.4383,1.9851
12,3,7.5041,0.014488,0,7.3224,1.6415
13,1,0.6108,0.00033681,0,0.58021,-0.19088
13,2,3.9702,0.021085,0,3.4383,1.9851
13,3,7.5041,0.014488,0,7.3224,1.6415
13,4,0.4111,0.00015908,0,0.39247,-0.012271
14,1,0.6108,0.00037426,0,0.57358,-0.20996
14,2,3.9702,0.021085,0,3.4383,1.9851
14,3,7.5041,0.014488,0,7.3224,1.6415
14,4,1.5894,0.00020908,0,1.5676,0.098165
15,1,0.6108,0.00037426,0,0.57358,-0.20996
15,2,3.9702,0.021085,0,3.4383,1.9851
15,3,7.5041,0.018874,0,7.2658,1.876
15,4,0.42555,0.00016608,0,0.34629,-0.043629
15,5,1.7188,0.00021798,0,1.6982,-0.10634
15,6,1.7188,0.0039698,0,1.4736,-0.85076
15,7,7.7261,0.00015843,0,7.7223,0
16,1,0.6108,0.00037426,0,0.57358,-0.20996
16,2,3.9702,0.018551,0,3.507,1.861
16,3,7.5041,0.018874,0,7.2658,1.876
16,4,0.42555,0.00017039,0,0.34474,0.054536
16,5,0.42555,0.00016608,0,0.34629,-0.043629
16,6,1.7188,0.0030765,0,1.53,-0.74441
16,7,7.7261,0.00015843,0,7.7223,0
16,8,7.7261,0.044755,0,7.1587,2.8959
17,1,0.6108,0.00041529,0,0.56623,-0.22905
17,2,0.82895,0.00092695,0,0.73223,-0.38857
17,3,3.9702,0.018551,0,3.507,1.861
17,4,7.5041,0.014488,0,7.3224,1.6415
17,5,0.80285,0.0001597,0,0.52329,0.016361
17,6,0.47607,0.00016371,0,0.30301,0.038175
17,7,1.6757,0.0029273,0,1.4908,-0.72533
17,8,7.6825,0.00046463,0,7.6749,0.23996
